0,0,-0,24,0,0,0
0.02,0,-0.6,24,0,0,0
0.04,0,-1.2,24,0,0,0
0.06,0,-1,24,0,0,0
0.08,0,-1,24,0,0,0
0.1,0,-1,24,0,0,0
0.12,0,-1,24,0,0,0
0.14,0,-1,24,0,0,0
0.16,0,-1,24,0,0,0
0.18,0,-1,24,0,0,0
0.2,0,-1,24,0,0,0
0.22,0,-1,24,0,0,0
0.24,0,-1,24,0,0,0
0.26,0,-1,24,0,0,0
0.28,0,-1,24,0,0,0
0.3,0,-1,24,0,0,0
0.32,0,-1,24,0,0,0
0.34,0,-1,24,0,0,0
0.36,0,-1,24,0,0,0
0.38,0,-1,24,0,0,0
0.4,0,-1,24,0,0,0
0.42,0,-1,24,0,0,0
0.44,0,-1,24,0,0,0
0.46,0,-1,24,0,0,0
0.48,0,-1,24,0,0,0
0.5,0,-1,24,0,0,0
0.52,0,-1,24,0,0,0
0.54,0,-1,24,0,0,0
0.56,0,-1,24,0,0,0
0.58,0,-1,24,0,0,0
0.6,0,-1,24,0,0,0
0.62,0,-1,24,0,0,0
0.64,0,-1,24,0,0,0
0.66,0,-1,24,0,0,0
0.68,0,-1,24,0,0,0
0.7,0,-1,24,0,0,0
0.72,0,-1,24,0,0,0
0.74,0,-1,24,0,0,0
0.76,0,-1,24,0,0,0
0.78,0,-1,24,0,0,0
0.8,0,-1,24,0,0,0
0.82,0,-1,24,0,0,0
0.84,0,-1,24,0,0,0
0.86,0,-1,24,0,0,0
0.88,0,-1,24,0,0,0
0.9,0,-1,24,0,0,0
0.92,0,-1,24,0,0,0
0.94,0,-1,24,0,0,0
0.96,0,-1,24,0,0,0
0.98,0,-1,24,0,0,0
1,0,-1,24,0,0,0
1.02,0,-1,24,0,0,0
1.04,0,-1,24,0,0,0
1.06,-5000,-1,24,0,0,0
1.08,-5000,-1,24,0,0,0
1.1,-5000,-1,24,0,0,0
1.12,-5000,-1,24,0,0,0
1.14,-5000,-1,24,0,0,0
1.16,-5000,-1,24,0,0,0
1.18,-5000,-1,24,0,0,0
1.2,-5000,-1,24,0,0,0
1.22,-5000,-1,24,0,0,0
1.24,-5000,-1,24,0,0,0
1.26,-5000,-1,24,0,0,0
1.28,-5000,-1,24,0,0,0
1.3,-5000,-1,24,0,0,0
1.32,-5000,-1,24,0,0,0
1.34,-5000,-1,24,0,0,0
1.36,-5000,-1,24,0,0,0
1.38,-5000,-1,24,0,0,0
1.4,-5000,-1,24,0,0,0
1.42,-5000,-1,24,0,0,0
1.44,-5000,-1,24,0,0,0
1.46,-5000,-1,24,1,0,0
1.48,-5000,-1,24,1,0,0
1.5,-5000,-1,24,1,0,0
1.52,-5000,-1,24,1,0,0
1.54,-5000,-1,24,1,0,0
1.56,-5000,-1,24,1,0,0
1.58,-5000,-1,24,1,0,0
1.6,-5000,-1,24,1,0,0
1.62,-5000,-1,24,1,0,0
1.64,-5000,-1,24,1,0,0
1.66,-5000,-1,24,1,0,0
1.68,-5000,-1,24,1,0,0
1.7,-5000,-1,24,1,0,0
1.72,-5000,-1,24,1,0,0
1.74,-5000,-1,24,1,0,0
1.76,-5000,-1,24,1,0,0
1.78,-5000,-1,24,1,0,0
1.8,-5000,-1,24,1,0,0
1.82,-5000,-1,24,1,0,0
1.84,-5000,-1,24,1,0,0
1.86,-5000,-1,24,1,0,0
1.88,-5000,-1,24,1,0,0
1.9,-5000,-1,24,1,0,0
1.92,-5000,-1,24,1,0,0
1.94,-5000,-1,24,1,0,0
1.96,-5000,-1,24,1,0,0
1.98,-5000,-1,24,1,0,0
2,-5000,-1,24,1,0,0
2.02,-5000,-1,24,1,0,0
2.04,-5000,-1,24,1,0,0
2.06,-5000,-1,24,1,0,0
2.08,-5000,-1,24,1,0,0
2.1,-5000,-1,24,1,0,0
2.12,-5000,-1,24,1,0,0
2.14,-5000,-1,24,1,0,0
2.16,-5000,-1,24,1,0,0
2.18,-5000,-1,24,1,0,0
2.2,-5000,-1,24,1,0,0
2.22,-5000,-1,24,1,0,0
2.24,-5000,-1,24,1,0,0
2.26,-5000,-1,24,1,0,0
2.28,-5000,-1,24,1,0,0
2.3,-5000,-1,24,1,0,0
2.32,-5000,-1,24,1,0,0
2.34,-5000,-1,24,1,0,0
2.36,-5000,-1,24,1,0,0
2.38,-5000,-1,24,1,0,0
2.4,-5000,-1,24,1,0,0
2.42,-5000,-1,24,1,0,0
2.44,-5000,-1,24,1,0,0
2.46,-5000,-1,24,1,0,0
2.48,-5000,-1,24,1,0,0
2.5,-5000,-1,24,1,0,0
2.52,-5000,-1,24,1,0,0
2.54,-5000,-1,24,1,0,0
2.56,-5000,-1,24,1,0,0
2.58,-5000,-1,24,1,0,0
2.6,-5000,-1,24,1,0,0
2.62,-5000,-1,24,1,0,0
2.64,-5000,-1,24,1,0,0
2.66,-5000,-1,24,1,0,0
2.68,-5000,-1,24,1,0,0
2.7,-5000,-1,24,1,0,0
2.72,-5000,-1,24,1,0,0
2.74,-5000,-1,24,1,0,0
2.76,-5000,-1,24,1,0,0
2.78,-5000,-1,24,1,0,0
2.8,-5000,-1,24,1,0,0
2.82,-5000,-1,24,1,0,0
2.84,-5000,-1,24,1,0,0
2.86,-5000,-1,24,1,0,0
2.88,-5000,-1,24,1,0,0
2.9,-5000,-1,24,1,0,0
2.92,-5000,-1,24,1,0,0
2.94,-5000,-1,24,1,0,0
2.96,-5000,-1,24,1,0,0
2.98,-5000,-1,24,1,0,0
3,-5000,-1,24,1,0,0
3.02,-5000,-1,24,1,0,0
3.04,-5000,-1,24,1,0,0
3.06,-5000,-1,24,1,0,0
3.08,-5000,-1,24,1,0,0
3.1,-5000,-1,24,1,0,0
3.12,-5000,-1,24,1,0,0
3.14,-5000,-1,24,1,0,0
3.16,-5000,-1,24,1,0,0
3.18,-5000,-1,24,1,0,0
3.2,-5000,-1,24,1,0,0
3.22,-5000,-1,24,1,0,0
3.24,-5000,-1,24,1,0,0
3.26,-5000,-1,24,1,0,0
3.28,-5000,-1,24,1,0,0
3.3,-5000,-1,24,1,0,0
3.32,-5000,-1,24,1,0,0
3.34,-5000,-1,24,1,0,0
3.36,-5000,-1,24,1,0,0
3.38,-5000,-1,24,1,0,0
3.4,-5000,-1,24,1,0,0
3.42,-5000,-1,24,1,0,0
3.44,-5000,-1,24,1,0,0
3.46,-5000,-1,24,0,0,0
3.48,-5000,-1,24,0,0,0
3.5,-5000,-1,24,0,0,0
3.52,-5000,-1,24,0,0,0
3.54,-5000,-1,24,0,0,0
3.56,-4655.2,-1,24,0,0,0
3.58,-4655.2,-1,24,0,0,0
3.6,-4655.2,-1,24,0,0,0
3.62,-4655.2,-1,24,0,0,0
3.64,-4655.2,-1,24,0,0,0
3.66,-4655.2,-1,24,0,0,0
3.68,-4655.2,-1,24,0,0,0
3.7,-4655.2,-1,24,0,0,0
3.72,-4655.2,-1,24,0,0,0
3.74,-4655.2,-1,24,0,0,0
3.76,-4655.2,-1,24,0,0,0
3.78,-4655.2,-1,24,0,0,0
3.8,-4655.2,-1,24,0,0,0
3.82,-4655.2,-1,24,0,0,0
3.84,-4655.2,-1,24,0,0,0
3.86,-4655.2,-1,24,0,0,0
3.88,-4655.2,-1,24,0,0,0
3.9,-4655.2,-1,24,0,0,0
3.92,-4655.2,-1,24,0,0,0
3.94,-4655.2,-1,24,0,0,0
3.96,-4655.2,-1,24,1,0,0
3.98,-4655.2,-1,24,1,0,0
4,-4655.2,-1,24,1,0,0
4.02,-4655.2,-1,24,1,0,0
4.04,-4655.2,-1,24,1,0,0
4.06,-4655.2,-1,24,1,0,0
4.08,-4655.2,-1,24,1,0,0
4.1,-4655.2,-1,24,1,0,0
4.12,-4655.2,-1,24,1,0,0
4.14,-4655.2,-1,24,1,0,0
4.16,-4655.2,-1,24,1,0,0
4.18,-4655.2,-1,24,1,0,0
4.2,-4655.2,-1,24,1,0,0
4.22,-4655.2,-1,24,1,0,0
4.24,-4655.2,-1,24,1,0,0
4.26,-4655.2,-1,24,1,0,0
4.28,-4655.2,-1,24,1,0,0
4.3,-4655.2,-1,24,1,0,0
4.32,-4655.2,-1,24,1,0,0
4.34,-4655.2,-1,24,1,0,0
4.36,-4655.2,-1,24,1,0,0
4.38,-4655.2,-1,24,1,0,0
4.4,-4655.2,-1,24,1,0,0
4.42,-4655.2,-1,24,1,0,0
4.44,-4655.2,-1,24,1,0,0
4.46,-4655.2,-1,24,1,0,0
4.48,-4655.2,-1,24,1,0,0
4.5,-4655.2,-1,24,1,0,0
4.52,-4655.2,-1,24,1,0,0
4.54,-4655.2,-1,24,1,0,0
4.56,-4655.2,-1,24,1,0,0
4.58,-4655.2,-1,24,1,0,0
4.6,-4655.2,-1,24,1,0,0
4.62,-4655.2,-1,24,1,0,0
4.64,-4655.2,-1,24,1,0,0
4.66,-4655.2,-1,24,1,0,0
4.68,-4655.2,-1,24,1,0,0
4.7,-4655.2,-1,24,1,0,0
4.72,-4655.2,-1,24,1,0,0
4.74,-4655.2,-1,24,1,0,0
4.76,-4655.2,-1,24,1,0,0
4.78,-4655.2,-1,24,1,0,0
4.8,-4655.2,-1,24,1,0,0
4.82,-4655.2,-1,24,1,0,0
4.84,-4655.2,-1,24,1,0,0
4.86,-4655.2,-1,24,1,0,0
4.88,-4655.2,-1,24,1,0,0
4.9,-4655.2,-1,24,1,0,0
4.92,-4655.2,-1,24,1,0,0
4.94,-4655.2,-1,24,1,0,0
4.96,-4655.2,-1,24,1,0,0
4.98,-4655.2,-1,24,1,0,0
5,-4655.2,-1,24,1,0,0
5.02,-4655.2,-1,24,1,0,0
5.04,-4655.2,-1,24,1,0,0
5.06,-4655.2,-1,24,1,0,0
5.08,-4655.2,-1,24,1,0,0
5.1,-4655.2,-1,24,1,0,0
5.12,-4655.2,-1,24,1,0,0
5.14,-4655.2,-1,24,1,0,0
5.16,-4655.2,-1,24,1,0,0
5.18,-4655.2,-1,24,1,0,0
5.2,-4655.2,-1,24,1,0,0
5.22,-4655.2,-1,24,1,0,0
5.24,-4655.2,-1,24,1,0,0
5.26,-4655.2,-1,24,1,0,0
5.28,-4655.2,-1,24,1,0,0
5.3,-4655.2,-1,24,1,0,0
5.32,-4655.2,-1,24,1,0,0
5.34,-4655.2,-1,24,1,0,0
5.36,-4655.2,-1,24,1,0,0
5.38,-4655.2,-1,24,1,0,0
5.4,-4655.2,-1,24,1,0,0
5.42,-4655.2,-1,24,1,0,0
5.44,-4655.2,-1,24,1,0,0
5.46,-4655.2,-1,24,1,0,0
5.48,-4655.2,-1,24,1,0,0
5.5,-4655.2,-1,24,1,0,0
5.52,-4655.2,-1,24,1,0,0
5.54,-4655.2,-1,24,1,0,0
5.56,-4655.2,-1,24,1,0,0
5.58,-4655.2,-1,24,1,0,0
5.6,-4655.2,-1,24,1,0,0
5.62,-4655.2,-1,24,1,0,0
5.64,-4655.2,-1,24,1,0,0
5.66,-4655.2,-1,24,1,0,0
5.68,-4655.2,-1,24,1,0,0
5.7,-4655.2,-1,24,1,0,0
5.72,-4655.2,-1,24,1,0,0
5.74,-4655.2,-1,24,1,0,0
5.76,-4655.2,-1,24,1,0,0
5.78,-4655.2,-1,24,1,0,0
5.8,-4655.2,-1,24,1,0,0
5.82,-4655.2,-1,24,1,0,0
5.84,-4655.2,-1,24,1,0,0
5.86,-4655.2,-1,24,1,0,0
5.88,-4655.2,-1,24,1,0,0
5.9,-4655.2,-1,24,1,0,0
5.92,-4655.2,-1,24,1,0,0
5.94,-4655.2,-1,24,1,0,0
5.96,-4655.2,-1,24,0,0,0
5.98,-4655.2,-1,24,0,0,0
6,-4655.2,-1,24,0,0,0
6.02,-4655.2,-1,24,0,0,0
6.04,-4655.2,-1,24,0,0,0
6.06,-4310.3,-1,24,0,0,0
6.08,-4310.3,-1,24,0,0,0
6.1,-4310.3,-1,24,0,0,0
6.12,-4310.3,-1,24,0,0,0
6.14,-4310.3,-1,24,0,0,0
6.16,-4310.3,-1,24,0,0,0
6.18,-4310.3,-1,24,0,0,0
6.2,-4310.3,-1,24,0,0,0
6.22,-4310.3,-1,24,0,0,0
6.24,-4310.3,-1,24,0,0,0
6.26,-4310.3,-1,24,0,0,0
6.28,-4310.3,-1,24,0,0,0
6.3,-4310.3,-1,24,0,0,0
6.32,-4310.3,-1,24,0,0,0
6.34,-4310.3,-1,24,0,0,0
6.36,-4310.3,-1,24,0,0,0
6.38,-4310.3,-1,24,0,0,0
6.4,-4310.3,-1,24,0,0,0
6.42,-4310.3,-1,24,0,0,0
6.44,-4310.3,-1,24,0,0,0
6.46,-4310.3,-1,24,1,0,0
6.48,-4310.3,-1,24,1,0,0
6.5,-4310.3,-1,24,1,0,0
6.52,-4310.3,-1,24,1,0,0
6.54,-4310.3,-1,24,1,0,0
6.56,-4310.3,-1,24,1,0,0
6.58,-4310.3,-1,24,1,0,0
6.6,-4310.3,-1,24,1,0,0
6.62,-4310.3,-1,24,1,0,0
6.64,-4310.3,-1,24,1,0,0
6.66,-4310.3,-1,24,1,0,0
6.68,-4310.3,-1,24,1,0,0
6.7,-4310.3,-1,24,1,0,0
6.72,-4310.3,-1,24,1,0,0
6.74,-4310.3,-1,24,1,0,0
6.76,-4310.3,-1,24,1,0,0
6.78,-4310.3,-1,24,1,0,0
6.8,-4310.3,-1,24,1,0,0
6.82,-4310.3,-1,24,1,0,0
6.84,-4310.3,-1,24,1,0,0
6.86,-4310.3,-1,24,1,0,0
6.88,-4310.3,-1,24,1,0,0
6.9,-4310.3,-1,24,1,0,0
6.92,-4310.3,-1,24,1,0,0
6.94,-4310.3,-1,24,1,0,0
6.96,-4310.3,-1,24,1,0,0
6.98,-4310.3,-1,24,1,0,0
7,-4310.3,-1,24,1,0,0
7.02,-4310.3,-1,24,1,0,0
7.04,-4310.3,-1,24,1,0,0
7.06,-4310.3,-1,24,1,0,0
7.08,-4310.3,-1,24,1,0,0
7.1,-4310.3,-1,24,1,0,0
7.12,-4310.3,-1,24,1,0,0
7.14,-4310.3,-1,24,1,0,0
7.16,-4310.3,-1,24,1,0,0
7.18,-4310.3,-1,24,1,0,0
7.2,-4310.3,-1,24,1,0,0
7.22,-4310.3,-1,24,1,0,0
7.24,-4310.3,-1,24,1,0,0
7.26,-4310.3,-1,24,1,0,0
7.28,-4310.3,-1,24,1,0,0
7.3,-4310.3,-1,24,1,0,0
7.32,-4310.3,-1,24,1,0,0
7.34,-4310.3,-1,24,1,0,0
7.36,-4310.3,-1,24,1,0,0
7.38,-4310.3,-1,24,1,0,0
7.4,-4310.3,-1,24,1,0,0
7.42,-4310.3,-1,24,1,0,0
7.44,-4310.3,-1,24,1,0,0
7.46,-4310.3,-1,24,1,0,0
7.48,-4310.3,-1,24,1,0,0
7.5,-4310.3,-1,24,1,0,0
7.52,-4310.3,-1,24,1,0,0
7.54,-4310.3,-1,24,1,0,0
7.56,-4310.3,-1,24,1,0,0
7.58,-4310.3,-1,24,1,0,0
7.6,-4310.3,-1,24,1,0,0
7.62,-4310.3,-1,24,1,0,0
7.64,-4310.3,-1,24,1,0,0
7.66,-4310.3,-1,24,1,0,0
7.68,-4310.3,-1,24,1,0,0
7.7,-4310.3,-1,24,1,0,0
7.72,-4310.3,-1,24,1,0,0
7.74,-4310.3,-1,24,1,0,0
7.76,-4310.3,-1,24,1,0,0
7.78,-4310.3,-1,24,1,0,0
7.8,-4310.3,-1,24,1,0,0
7.82,-4310.3,-1,24,1,0,0
7.84,-4310.3,-1,24,1,0,0
7.86,-4310.3,-1,24,1,0,0
